Title,Manufacturer,Amps,Voltage,Max. Voltage,Enclosure,Description,Link
"2-Gang Wall Plate PJ262W-SP-L, White (Box of 16)",PASS & SEYMOUR,,,,,Model  PJ262W-SP-L   Surplus New   Length: 4.87 in Width: 3.13 in  Material: Polycarbonate Number of Gangs: 2,https://www.lenmark.com//collections/switches/products/2-gang-wallplate-pj262w-sp-l
2-Postion Selector Switch 800T-H2A,ALLEN-BRADLEY,,,,,Model  800T-H2A   CHINA   Surplus New   Type: Non-illuminated Color: Black/White  Family / Style: 800T Size: 30 mm  NEMA Rating: 4/13 Standard Knob: Maintained  Contact Configuration: 2 N.O. - 2 N.C,https://www.lenmark.com//collections/switches/products/2-postion-selector-switch-800t-h2a
30Amp 120V 1P Fusible Safety Switch DP111NGB,EATON,30 amps,120/240 volts,,,"Model  DP111NGB   UNITED STATES   Surplus New   30 amps   120/240 volts   Type: General duty, plug fused Amperage Rating: 30A  Enclosure: NEMA 1 Enclosure Material: Painted steel  Fuse Class Provision: Plug fuses Fuse Configuration: Fusible with neutral  Number Of Poles: Single-pole Number Of Wires: Two-wire  Product Category: General duty safety switch Voltage Rating: 120V",https://www.lenmark.com//collections/switches/products/30amp-120v-1p-fusible-safety-switch-dp111ngb
"Pushbutton Switch ABW111-B,G,R",IDEC,10 amps,600 volts,,,"Model  ABW111-B,G,R   JAPAN   Surplus New   10 amps   600 volts   Function: Momentary Series: TW  Button Shape: Round Flush Contact Arrangement: 1NO, 1NC  Button Color: Black, Green, Red Mounting Hole Size: 22 mm  Terminal: Screw NEMA Rating: NEMA 1, NEMA 2, NEMA 3R, NEMA 4, NEMA 12, NEMA 13, NEMA 3, NEMA 3S, NEMA 5",https://www.lenmark.com//collections/switches/products/pushbutton-switch-abw111-b-g-r
Trademaster Wall Plate 1-Gang Blank Box Mount TP13-W (Box of 20),PASS & SEYMOUR,,,,,Model  TP13-W   Surplus New   Number of Gang: 1 Material: Thermoplastic,https://www.lenmark.com//collections/switches/products/trademaster-wall-plate-1-gang-blank-box-mount-tp13-w-box-of-20
"Switch, Level Warning HZJ79, 84461-60080",TOYOTA,,,,,Model  84461-60080   JAPAN   Surplus New,https://www.lenmark.com//collections/switches/products/switch-level-warning-hzj79-84461-60080
Disconnect Switch D-400555-00 CAV-1 w/out Fuse and Enclosure,SQUARE D,,,,,Model  D-400555-00 CAV-1   Surplus New,https://www.lenmark.com//collections/switches/products/disconnect-switch-d-400555-00-cav-1-w-out-fuse-and-enclosure
0-10V Dimmer Sensor OSW-P-010,EATON,10 amps,120 volts,,,"Model  OSW-P-010   Surplus New   10 amps   120 volts   120VAC, 10A  277VAC, 8A",https://www.lenmark.com//collections/switches/products/0-10v-dimmer-sensor-osw-p-010
120/277 V Dimmer Wall Switch DD00R-DLZ,LEVITON,,,,,Model  DD00R-DLZ   CHINA   Surplus New   Volts: 120/277 V Color: White,https://www.lenmark.com//collections/switches/products/120-277-v-dimmer-wall-switch-dd00r-dlz
Trademaster Wall Plate 1-Gang Blank Box Mount TP13-GRY (Box of 20),PASS & SEYMOUR,,,,,Model  TP13-GRY   Surplus New   Number of Gang: 1 Material: Thermoplastic,https://www.lenmark.com//collections/switches/products/trademaster-wall-plate-1-gang-blank-box-mount-tp13-gry-box-of-20
"0.4 Amp, 6 Volts Phototransistor Retro 3AT",FARMER ELECTRIC,0.4 amps,6 volts,,,Model  3AT   Surplus New   0.4 amps   6 volts,https://www.lenmark.com//collections/switches/products/0-4-amp-6-volts-phototransistor-retro-3at
"Switch Timer Kit WDP-125HK, 115V, 80S, 60HZ, P/N 2536960",Lenmark Industries,,115 volts,,,Condition  Surplus New   115 volts   Voltage: 115V Time Range: 80S,https://www.lenmark.com//collections/switches/products/switch-timer-kit-wdp-125hk-115v-80s-60hz-p-n-2536960
15 Amp Single Air Switch SC913-70-5022,SBSG,15 amps,120 volts,,,Model  SC913-70-5022   Surplus New   15 amps   120 volts,https://www.lenmark.com//collections/switches/products/15-amp-single-air-switch-sc913-70-5022
Trademaster Wall Plate 2-Gang 2-Decorator TP262-W (Box of 27),PASS & SEYMOUR,,,,,Model  TP262-W   Surplus New   Number of Gang: 2 Material: Thermoplastic,https://www.lenmark.com//collections/switches/products/trademaster-wall-plate-2-gang-2-decorator-tp262-w-box-of-27
Photoelectric LED Scanner SM 51E-A,BANNER,,,,,Model  SM 51E-A   UNITED STATES   Used   Red: +10 to +30 VDC Black: Common,https://www.lenmark.com//collections/switches/products/photoelectric-led-scanner-sm-51e-a
Switch Assembly 7D-5131,CATERPILLAR,,,,,Model  7D-5131   UNITED STATES   Surplus New,https://www.lenmark.com//collections/switches/products/switch-assembly-7d-5131
80 Amp 600 Volts Non-Fusible Disconnect Switch OT80F3,ABB,80 amps,600 volts,,,Model  OT80F3   FINLAND   Used   80 amps   600 volts   3-phase,https://www.lenmark.com//collections/switches/products/80-amp-600-volts-non-fusible-disconnect-switch-ot80f3
C2 Direct Operation Handle 41997012,SOCOMEC,,,,,Model  41997012   2021   HUNGARY   Surplus New   direct operation C2 handle  ON(I)-OFF(0)-ON(II)  front operation  black  padlockable,https://www.lenmark.com//collections/switches/products/c2-direct-operation-handle-41997012
30 Amp Safety Switch A-1032,SYLVANIA,30 amps,240 volts,,,Model  A1032   Used   30 amps   240 volts   3-phase   Standard HP Rating: 3 hp Max. HP Rating: 7.5 hp,https://www.lenmark.com//collections/switches/products/30-amp-safety-switch-a-1032
3-Position Selector Switch 800H-JR4,ALLEN-BRADLEY,,,,,"Model  800H-JR4   CHINA   Surplus New   Protection Rating: Plastic, Type 4/4X/13 Finger Safe Guards: No Guards  Knob Insert Color: White Operator Function: Spring Return from Left",https://www.lenmark.com//collections/switches/products/3-position-selector-switch-800h-jr4
Current Switch CS-625,GREYSTONE,1 amps,240 volts,,,Model  CS-625   CANADA   Surplus New   1 amps   240 volts   Response Time: 200 ms Setpoint Range: 1-175 A,https://www.lenmark.com//collections/switches/products/current-switch-cs-625
B3 Direct Operation Handle 41994012,SOCOMEC,,,,,Model  41994012   2020   FRANCE   Surplus New   direct operation B3 handle  ON(I)-OFF(0)-ON(II)  front operation  black  padlockable,https://www.lenmark.com//collections/switches/products/b3-direct-operation-handle-41994012
30 Amp Safety Switch 1336,FEDERAL PIONEER,30 amps,600 volts,,,Model  1336   Used   30 amps   600 volts   Multi-phase  Max. Voltage DC: 250 V,https://www.lenmark.com//collections/switches/products/30-amp-safety-switch-1336
30 Amp Non-Fused Power Switch Safety Disconnect Switch N3303,LEVITON,,,,,Model  N3303   MEXICO   Used,https://www.lenmark.com//collections/switches/products/n3303-30-amp-non-fused-power-switch-safety-disconnect-switch
"30mm Flush Head Push Button Switch No. 800T-A2B, 30mm, NEMA 4/13, Series T",ALLEN-BRADLEY,,,,,"Model  800T-A2B   Used   Enclosure: NEMA Type 4/13   Finger Safe Guards: No Guards  Contact Blocks: 2 N.O. - 2 N.C.   Cap /Button Color: Black  Action: Momentary   Operator Type: Flush Head  Style: Plug-In  Actuation Type: Lever Type, Spring Return, Low Operating Torque",https://www.lenmark.com//collections/switches/products/30mm-flush-head-push-button-switch-no-800t-a2b-30mm-nema-4-13-series-t
121225 LVC-S Wall Switch for LVC-IV,DRAPER,,,,,"Model  121225   Used   Includes single station, 3-button switch operation.  Switch function: momentary action.  Installer supplied wire leads (18-24 Gauge). Screw terminals on back for down, common, and up.",https://www.lenmark.com//collections/switches/products/121225-lvc-s-wall-switch-for-lvc-iv
30 Amp Safety Switch 1336SN,FEDERAL PIONEER,30 amps,600 volts,,,Model  1336SN   CANADA   Used   30 amps   600 volts   3-phase,https://www.lenmark.com//collections/switches/products/30-amp-safety-switch-1336sn
25 Amp Motor Disconnect Switch VLS3P025D1,SCHNEIDER ELECTRIC,25 amps,600 volts,,,Model  VLS3P025D1   ITALY   Used   25 amps   600 volts   Multi-phase   Insulation Voltage: 1000 V Withstand Voltage: 8 kV  3-Phase HP Ratings:  7.5 hp @ 200/240 V 10 hp @ 415 V 15 hp @ 480 V 20 hp @ 600 V  1-Phase HP Ratings:  1.5 hp @ 120 V 3 hp @ 240 V 5 hp @ 415 V,https://www.lenmark.com//collections/switches/products/25-amp-motor-disconnect-switch-vls3p025d1
Switch 8040/12,KILLARK STAHL,,,,,Model  8040/12   GERMANY   Used,https://www.lenmark.com//collections/switches/products/switch-8040-12
Ser A Keyed Selector Switch 3 Position No. 800MB-XA,ALLEN-BRADLEY,,300 volts,,,Model  800MB-XA   Used   300 volts,https://www.lenmark.com//collections/switches/products/ser-a-keyed-selector-switch-3-position-no-800mb-xa
Aluminum Wet Location Receptacle Cover FSKWT2,APPLETON,,,,,Model  FSKWT2   MEXICO   Used   Device Opening: (1) 1-19/32 Inch Diameter Toggle Switch Material: Aluminum,https://www.lenmark.com//collections/switches/products/aluminum-wet-location-receptacle-cover-fskwt2
Mushroom Head Push Button 800H-DP6,Lenmark Industries,,,,,Condition  Surplus New   Model: 800H-DP6 Color: Red,https://www.lenmark.com//collections/switches/products/mushroom-head-push-button-800h-dp6
1-Gang Stamped Aluminum Cover Plate FS-C (Box of 20),RAB DESIGN,,,,,Model  FS-C   Used   Shape: Rectangular For Use With: 1 Gang Boxes  Finish: Grey,https://www.lenmark.com//collections/switches/products/1-gang-stamped-aluminum-cover-plate-fs-c-box-of-20
Occupancy Sensor Power Pack ODP20-010,LEVITON,,,,,"Model  ODP20-010   UNITED STATES   Used   Power Input: 120VAC, 60Hz Power Output: 24VDC, 100mA (Class 2)  Control Input: 24VDC, 5mA Relay Rating: 20A @ 120V fluorescent; 13A @ 120V incandescent",https://www.lenmark.com//collections/switches/products/occupancy-sensor-power-pack-odp20-010
30 Amp Heavy Duty Safety Switch 1HD261,EATON,30 amps,600 volts,,,Model  1HD261   2019   UNITED STATES   Surplus New   30 amps   600 volts   Type: 1 Pole: 2,https://www.lenmark.com//collections/switches/products/30-amp-heavy-duty-safety-switch-1hd261
Rotary Switch M15291/2-005,ELECTROSWITCH,,,,,Model  M15291/2-005   -- None --,https://www.lenmark.com//collections/switches/products/rotary-switch-m15291-2-005
High-Precision Digital Pressure Switch ISE30A-01-P,SMC,,24 volts,,,"Model  ISE30A-01-P   Used   24 volts   Supply Voltage: 12-24 VDC Operating Pressure: 0.1 to 1.0 MPa Thread Size: 1/8""  Output: PNP open collector 1 output",https://www.lenmark.com//collections/switches/products/high-precision-digital-pressure-switch-ise30a-01-p
1 hp Manual Starter Switch CR101H,GENERAL ELECTRIC,,115/230 volts,,,Model  CR101H   UNITED STATES   Used   115/230 volts   Single-phase   1 hp   Output Voltage: 32 Volts No. of Poles: 2,https://www.lenmark.com//collections/switches/products/1-hp-manual-starter-switch-cr101h
1-Gang Wall Plate TP26-GRY (Box of 20),PASS & SEYMOUR,,,,,Model  TP26-GRY   UNITED STATES   Surplus New   Number of Gangs: 1 Number of Decorator: 1  Material: Thermoplastic Orientation: Vertical  Thickness: 0.45 in Mounting: Wall  Color: Grey,https://www.lenmark.com//collections/switches/products/1-gang-wall-plate-tp26-gry-box-of-20
Light Switch 7S-6402,CATERPILLAR,,,,,Model  7S-6402   MEXICO   Surplus New,https://www.lenmark.com//collections/switches/products/light-switch-7s-6402
Snap Switch AO-2 Switch Class 9007 AC,SQUARE D,,,,,Condition  -- None --   Class: 9007 AC,https://www.lenmark.com//collections/switches/products/snap-switch-ao-2-switch-class-9007-ac
Micro Switch PTH2211 Push Button,Lenmark Industries,,120 volts,,,Model  PTH2211   UNITED STATES   Used   120 volts,https://www.lenmark.com//collections/switches/products/micro-switch-pth2211-push-button
1-Gang Wall Plate TP26-GRY (Box of 20),PASS & SEYMOUR,,,,,Model  TP26-GRY   Surplus New   Number of Gangs: 1 Number of Decorator: 1  Material: Thermoplastic Orientation: Vertical  Thickness: 0.45 in Mounting: Wall  Color: Grey,https://www.lenmark.com//collections/switches/products/1-gang-wall-plate-tp26-gry-box-of-21
2 hp Motor Switch 140M-C2E-B63,ALLEN-BRADLEY,82 amps,600 volts,,,Model  140M-C2E-B63   Used   82 amps   600 volts   3-phase,https://www.lenmark.com//collections/switches/products/2-hp-motor-switch-140m-c2e-b63
3 Unit Enclosure Glass Polyester Heavy Duty 600V AC Max.,SQUARE D,,,,,"Model  SKY-3   Surplus New   Class : 9001  Rating: NEMA 4X  Cable Entry: 3/4""",https://www.lenmark.com//collections/switches/products/3-unit-enclosure-glass-polyester-heavy-duty-600v-ac-max
"Full Voltage Module w/ Latch No. 800E-2DL5A, Push Button 22.5mm Amber LED Pilot",ALLEN-BRADLEY,,120 volts,,,Model  800E-2DL5A   UNITED STATES   Surplus New   120 volts   Mounting: 2 Across,https://www.lenmark.com//collections/switches/products/full-voltage-module-w-latch-no-800e-2dl5a-push-button-22-5mm-amber-led-pilot
Push Button Station 800T-1TX,ALLEN-BRADLEY,10 amps,600 volts,,,"Model  800T-1TX   UNITED STATES   Surplus New   10 amps   600 volts   Mounting: Surface   Enclosure: Type 4,13",https://www.lenmark.com//collections/switches/products/push-button-station-800t-1tx
15 Amp Pressure Switch Type J302,UNITED ELECTRIC,15 amps,120/240 volts,,,Model  554   Very Good   15 amps   120/240 volts   Range: 0 - 30 PSI  Differential: 0.1 - 0.8 PSI  Proof Pressure: 225 PSI,https://www.lenmark.com//collections/switches/products/15-amp-pressure-switch-type-j302
Flush Device Cover Plate NP26R (Box of 25),HUBBELL,,,,,Model  NP26R   Surplus New   No. of Gang: 1 Material: Nylon,https://www.lenmark.com//collections/switches/products/flush-device-cover-plate-np26r-box-of-25
Switch Panel,ALLEN-BRADLEY,,,,,Condition  Used,https://www.lenmark.com//collections/switches/products/switch-panel
1-Gang Wall Plate TP26-W (Box of 20),PASS & SEYMOUR,,,,,Model  TP26-W   UNITED STATES   Surplus New   Number of Gangs: 1 Number of Decorator: 1  Material: Thermoplastic Orientation: Vertical  Thickness: 0.35 in Mounting: Wall  Color: White,https://www.lenmark.com//collections/switches/products/1-gang-wall-plate-tp26-w-box-of-20
Limit Switch BZE6-2RN,MICRO SWITCH,15 amps,,,,Model  BZE6-2RN   UNITED STATES   Used   15 amps   Voltage: 125V Contact Form: SPDT  Actuator: Plunger,https://www.lenmark.com//collections/switches/products/limit-switch-bze6-2rn
Micro Switch Photoelectric Sensor FETLS3,FREEPORT,,,,,Model  FETLS3   UNITED STATES   Surplus New,https://www.lenmark.com//collections/switches/products/micro-switch-photoelectric-sensor-fetls3
APS-3 PK Limit Switch L074250000,PARKER,,,,,Model  L074250000   Surplus New,https://www.lenmark.com//collections/switches/products/aps-3-pk-limit-switch-l074250000
Ceiling Mount Sensor CMR PDT 9,ACUITY CONTROLS,5 amps,120 volts,,,Model  CMR PDT 9   MEXICO   Surplus New   5 amps   120 volts  Input: 120/277V,https://www.lenmark.com//collections/switches/products/ceiling-mount-sensor-cmr-pdt-9
30 Amp Non-Fused Heavy Duty Safety Switch 1HD361NF,CUTLER-HAMMER,30 amps,600 volts,,,Model  1HD361NF   Used   30 amps   600 volts   3-phase   Pole: 3 Enclosure: Type 1  V DC: 250 V,https://www.lenmark.com//collections/switches/products/1hd361nf-30-amp-heavy-duty-safety-switch
Pilot Light Class 9001 JT32R29,SQUARE D,,12 volts,,,Model  9001 JT32R29   UNITED STATES   Used   12 volts  Input: 12V AC-DC,https://www.lenmark.com//collections/switches/products/pilot-light-class-9001-jt32r29
Ammeter Switch 9003 ZE6129AK1,SQUARE D,25 amps,600 volts,,,Model  9003 ZE6129AK1   UNITED STATES   Used   25 amps   600 volts   3-phase,https://www.lenmark.com//collections/switches/products/ammeter-switch-9003-ze6129ak1
24 VDC Solenoid Valve Coil MP-C-086,ASCO,,24 volts,,,Model  MP-C-086   Surplus New   24 volts,https://www.lenmark.com//collections/switches/products/24-volts-solenoid-coil-mp-c-86
24 VDC Solenoid Valve Coil MP-C-086,ASCO,,24 volts,,,Model  MP-C-086   MEXICO   Surplus New   24 volts,https://www.lenmark.com//collections/switches/products/24-volts-solenoid-coil-mp-c-086
"30 Amp, 3 Pole Fusible Disconnect Switch 1336",FEDERAL PIONEER,30 amps,600 volts,,,Model  1336   CANADA   Used   30 amps   600 volts   3-phase,https://www.lenmark.com//collections/switches/products/switchmatic-1336-30-amp-enclosed-switch
Heavy Duty Safety Switch CH221N,SQUARE D,30 amps,240 volts,,,"Model  CH221N   UNITED STATES   Used   30 amps   240 volts   Multi-phase   Product: Single Throw Safety Switch Number of Poles: 2  Electrical Connection: Lugs Duty Rating: Heavy Duty  Mounting Type: Surface Wire Size :  AWG 12...AWG 6 aluminum, AWG 14...AWG 6 copper",https://www.lenmark.com//collections/switches/products/no-title-7
"40 Amp, 3 Pole Non-Fusible Disconnect Switch OT32E3",ABB,40 amps,600 volts,,,Model  OT32E3   Used   40 amps   600 volts   3-phase   Series: Switchline   Mounting: DIN Rail  Poles: 3,https://www.lenmark.com//collections/switches/products/non-fusible-disconnect-switch-ot32e3
Retroreflective Led Scanner SP510,BANNER,,,,,Model  SP510   Used  Voltage: 5-30 Volts,https://www.lenmark.com//collections/switches/products/retroreflective-led-scanner-sp510
30A Non-Fused Heavy Duty Safety Switch 1HD361NF,Lenmark Industries,30 amps,600 volts,,,Model  1HD361NF   UNITED STATES   Used   30 amps   600 volts   3-phase   Pole: 3 V DC: 250V  Enclosure: Type 1,https://www.lenmark.com//collections/switches/products/600v-30a-heavy-duty-safety-switch-1hd361nf
Control Station 9001KY3 w/ Pilot Light,SQUARE D,,,,,Model  9001KY3   Used   Hole: 3  Lights: 2  Enclosure: NEMA 4 and 13,https://www.lenmark.com//collections/switches/products/control-station-9001ky3-w-pilot-light
Ammeter Switch 9003 ZE6129AK1,SQUARE D,25 amps,600 volts,,,Model  9003 ZE6129AK1   GERMANY   Surplus New   25 amps   600 volts   3-phase,https://www.lenmark.com//collections/switches/products/ammeter-switch-9003-ze6129ak1-1
220/240 Voltage Shallow Depth Transformer 3SB1400-5P,SIEMENS,,,,,Model  3SB1400-5P   GERMANY   Surplus New   Primary Voltage: 220/240 Volts Secondary Voltage: 6 Volts  Frequency: 50/60 Hz Bulb Code: A,https://www.lenmark.com//collections/switches/products/220-240-voltage-shallow-depth-transformer-3sb1400-5p
"1-Gang Toggle Switch Wallplate, Thermoplastic, White 80701-W (Box of 12)",LEVITON,,,,,Model  80701-W   UNITED STATES   Used   Color: White Gang: 1  Material: Nylon Mount: Device  Size: Standard,https://www.lenmark.com//collections/switches/products/1-gang-toggle-switch-wallplate-thermoplastic-white-80701-w-box-of-12
"30A, 240VAC, Disconnect Safety Switch 24007",ARROW HART,30 amps,240 volts,,,"Model  24007   Used   30 amps   240 volts   3-phase   Amps: 30A   Voltage: 240VAC  Phase: 3-Phase, 3-Poles  Horsepower Rating: 3HP @ 120VAC, 7.5HP @ 240VAC",https://www.lenmark.com//collections/switches/products/30a-240vac-disconnect-safety-switch-24007
11 Pin Relay Socket 27E892 (Box of 8),TYCO,10 amps,300 volts,,,Model  27E892   Surplus New   10 amps   300 volts,https://www.lenmark.com//collections/switches/products/11-pin-relay-socket-27e892-box-of-8
Season Switch R-18853 Remote Panel Box Blower Lock Out Heating,Lenmark Industries,,,,,Condition  Used,https://www.lenmark.com//collections/switches/products/season-switch-r-18853-remote-panel-box-blower-lock-out-heating
"Switch Bracket 807491, SPST-NC 91126",MILLER TECHNOLOGY,,,,,Condition  Surplus New,https://www.lenmark.com//collections/switches/products/switch-bracket-807491-spst-nc-91126
1 Amp 2 Pole Circuit Breaker 5SY6201-7,SIEMENS,1 amps,400 volts,,,Model  5SY6201-7   GERMANY   Used   1 amps   5SY   2   400 volts   Mounting Type: DIN Rail Mount  Tripping Characteristic Class: C,https://www.lenmark.com//collections/switches/products/1-amp-2-pole-circuit-breaker-5sy6201-7
120 Amp Starter w/ 3VE3000-2LA00 Auxiliary Switch,SIEMENS,,,,,Model  3VE3000-2LA00   Used,https://www.lenmark.com//collections/switches/products/120-amp-starter-w-3ve3000-2la00-auxiliary-switch
Float Switch LS803-10167,GTE,,,,,Model  LS803-10167   GREAT BRITAIN   Used,https://www.lenmark.com//collections/switches/products/float-switch-ls803-10167
Rotary switch 2DB84-41993,ELECTROSWITCH,,,,,Model  112301   -- None --  2DB84-41993,https://www.lenmark.com//collections/switches/products/rotary-switch-2db84-41993
2-Gang Duplex Outlet/Receptacle Wallplate 001-88016 (Box of 11),LEVITON,,,,,Model  001-88016   UNITED STATES   Used   Color: White Gang: 2  Material: Thermoset Plastic Mount: Device  Size: Standard Type: Duplex,https://www.lenmark.com//collections/switches/products/2-gang-duplex-outlet-receptacle-wallplate-001-88016-box-of-11
Insta-Kits Start/Stop Button Panel LA9AA06ET,SCHNEIDER ELECTRIC,10 amps,400 volts,,,Model  LA9AA06ET   Used   10 amps   400 volts,https://www.lenmark.com//collections/switches/products/insta-kits-start-stop-button-panel-la9aa06et
Toggle/Rocker Switch AT203500,JOHN DEERE,,,,,Model  AT203500   MEXICO   Surplus New,https://www.lenmark.com//collections/switches/products/toggle-rocker-switch-at203500
"Precision Limit Switch 8LS125, 10A 120V",MICRO SWITCH,10 amps,480 volts,,,Model  8LS125   Used   10 amps   480 volts,https://www.lenmark.com//collections/switches/products/precision-limit-switch-8ls125-10a-120v
Stahl Reset,KILLARK STAHL,10 amps,600 volts,,,Condition  Surplus New   10 amps   600 volts  8040/12,https://www.lenmark.com//collections/switches/products/stahl-reset
Auxiliary Contact Block 9999SX7,SQUARE D,,,,,Model  9999SX7   UNITED STATES   Surplus New   Series: B Size: A600,https://www.lenmark.com//collections/switches/products/auxiliary-contact-block-9999sx7
10 Amp Push-Buttom Switch 9115,COLE HERSEE,10 amps,6 volts,,,Model  9115   MEXICO   Surplus New   10 amps   6 volts   Single-phase  Modes: On/Mom Off,https://www.lenmark.com//collections/switches/products/10-amp-push-buttom-switch-9115
1-Gang Wall Plate TP26-W (Box of 14),PASS & SEYMOUR,,,,,Model  TP26-W   Surplus New   Number of Gangs: 1 Number of Decorator: 1  Material: Thermoplastic Orientation: Vertical  Thickness: 0.35 in Mounting: Wall  Color: White,https://www.lenmark.com//collections/switches/products/1-gang-wall-plate-tp26-w-box-of-14
"1-Gang Wall Plate TP26-BK, Black (Box of 18)",PASS & SEYMOUR,,,,,Model  TP26-BK   Surplus New   Length: 4.6875 in  Width: 2.9375 in  Material: Thermoplastic Number of Gangs: 1  Number of Decorator: 1,https://www.lenmark.com//collections/switches/products/1-gang-wall-plate-tp26-bk-black-box-of-18
Capacitive Sensor KNM30NPKABOWLS100KN0005,EFECTOR,,,,,Model  KNM30NPKABOWLS100KN0005   GERMANY   Surplus New   Voltage:  90/250 Volts  Frequency: 50 Hz,https://www.lenmark.com//collections/switches/products/capacitive-sensor-knm30npkabowls100kn0005
Limit Switch Roller Arm LSZ51A,HONEYWELL,,,,,Model  LSZ51A   Surplus New,https://www.lenmark.com//collections/switches/products/limit-switch-roller-arm-lsz51a
2-Gang Cover Duplex and Modular Furniture - Gray CG4047BF,WIREMOLD,,,,,Model  CG4047BF   Surplus New   Length: 5.125 in Width: 4.75 in  Material: Steel Series: 4000  Number of Gangs: 2,https://www.lenmark.com//collections/switches/products/2-gang-cover-duplex-and-modular-furniture-gray-cg4047bf
Limit Switch 9007-B54B2,SQUARE D,10 amps,600 volts,,,"Model  9007-B54B2   Used   10 amps   600 volts  Voltage: 120-600V, 0-120V",https://www.lenmark.com//collections/switches/products/limit-switch-9007-b54b2
Trademaster Wall Plate 2-Gang 2-Duplex TP82-W (Box of 20),PASS & SEYMOUR,,,,,Model  TP82-W   Surplus New   Number of Gang: 2 Material: Thermoplastic,https://www.lenmark.com//collections/switches/products/trademaster-wall-plate-2-gang-2-duplex-tp82-w-box-of-20
24-HR Time Switch 1837SK,TORK,120 amps,240 volts,,,Model  1837SK   Used   120 amps   240 volts,https://www.lenmark.com//collections/switches/products/24-hr-time-switch-1837sk
2 Position Selector Switch XB5 AD21,SCHNEIDER ELECTRIC,6 amps,600 volts,,,"Model  XB5 AD21   FRANCE   Surplus New   6 amps   600 volts   Mounting Size: 22 mm Number of Positions: 2  Operator Type: Knob Selector Function: Maintained  Contacts: 1NOA Max Voltage: 600 VAC, 600 VDC  Current: 0-6 A Bezel: Plastic Round  Terminal Type: Screw",https://www.lenmark.com//collections/switches/products/2-position-selector-switch-xb5-ad21
Pressure Switch 1910-10,DWYER INSTRUMENTS,15 amps,480 volts,,,"Model  1910-10   Used   15 amps   480 volts   Max Pressure: 45 IN WC Surge Pressure: 10 PSI  Electrical Rating:  15A 125, 250, 480 VAC 1/8 HP, 125 VAC 1/4 HP, 250 VAC",https://www.lenmark.com//collections/switches/products/pressure-switch-1910-10
CA-1 Lever Arm 9007CA1,SQUARE D,,,,,Model  9007CA1   Surplus New  Type: CA-1,https://www.lenmark.com//collections/switches/products/ca-1-lever-arm-9007ca1
Photoelectric Switch SPT-19,AREA LIGHTING RESEARCH INC,3.95 amps,480 volts,,,"Model  SPT-19   UNITED STATES   Surplus New   3.95 amps   480 volts  Load: 3.95 Amp, 1900 VA Ballast",https://www.lenmark.com//collections/switches/products/photoelectric-switch-spt-19
10 Amp Control Relay 700-P600A1,ALLEN-BRADLEY,10 amps,600 volts,,,Model  700-P600A1   UNITED STATES   Used   10 amps   600 volts  Serie: B,https://www.lenmark.com//collections/switches/products/10-amp-control-relay-700-p600a1
12-24 VDC Pressure Switch ZSE30AF-C6L-P,SMC,40 amps,,,,Model  ZSE30AF-C6L-P   Used   40 amps   Volts: 12-24 VDC Class: 2,https://www.lenmark.com//collections/switches/products/12-24-vdc-pressure-switch-zse30af-c6l-p
Photoelectric Sensor TPC2L,MICRO SWITCH,,,,,Model  TPC2L   Surplus New,https://www.lenmark.com//collections/switches/products/photoelectric-sensor-tpc2l
Duct Temperature Sensor TE500B12D21E2,GREYSTONE,,,,,"Model  TE500B12D21E2   Surplus New   Length 8""  24VDC  0-10VDC  0/+50 C",https://www.lenmark.com//collections/switches/products/duct-temperature-sensor-te500b12d21e2
Photoelectric Switch E3S-VS1-E1,OMRON,,24 volts,,,Model  E3S-VS1-E1   JAPAN   Used   24 volts,https://www.lenmark.com//collections/switches/products/photoelectric-switch-e3s-vs1-e1
LS Circuit Breaker Air Switch Rotary Handle ABS 33B,LONG SHENG,30 amps,600 volts,,,Model  ABS 33B   SOUTH KOREA   Used   30 amps   600 volts   Pole: 3 Amp: 30  Voltage: 600,https://www.lenmark.com//collections/switches/products/ls-circuit-breaker-air-switch-rotary-handle-abs-33b
10-30 VDC Inductive Proximity Switch Sensor Bi5-M18-AN6X-H1141,TURCK,,,,,Model  Bi5-M18-AN6X-H1141   Used,https://www.lenmark.com//collections/switches/products/10-30-vdc-inductive-proximity-switch-sensor-bi5-m18-an6x-h1141
2-Position Selector Switch 800H-HR2,ALLEN-BRADLEY,,,,,"Model  800H-HR2   CHINA   Surplus New   Size: 30 mm Color: Black/White  IP/NEMA Rating: NEMA 4X, NEMA 13, NEMA 4",https://www.lenmark.com//collections/switches/products/2-position-selector-switch-800h-hr2
LS Circuit Breaker Air Switch Rotary Handle ABS 33B,LONG SHENG,30 amps,600 volts,,,Model  ABS 33B   SOUTH KOREA   Used   30 amps   600 volts   Pole: 3 Amp: 30  Voltage: 600,https://www.lenmark.com//collections/switches/products/ls-circuit-breaker-air-switch-rotary-handle-abs-33b-1
Pumptrol Pressure Switch 9013FSG,SQUARE D,,230 volts,,,"Model  9013FSG   UNITED STATES   Good   230 volts   3-phase   Connection: 1/4"" FPT  Power: 2 hp",https://www.lenmark.com//collections/switches/products/pumptrol-pressure-switch-9013fsg
Pressure Switch KPS-250,SAFEMATIC,,,,,Model  KPS-250   Used,https://www.lenmark.com//collections/switches/products/pressure-switch-kps-250
